gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000033880	963.5855460189536	1.8868600863260132	0.19923602007891728	1.171968574609465e-22	2.065125825319338e-18
ENSMUSG00000068323	676.964187476859	1.134206803229315	0.1721330728414526	7.84532313795688e-15	6.91212195069691e-11
ENSMUSG00000140435	337.6181621270215	1.7671239860914316	0.2516187787770394	1.6555310806862667e-14	9.724037724257569e-11
ENSMUSG00000028125	439.7628203333144	1.0316349791516501	0.1783983975450423	5.5158769713755656e-12	2.429881702815221e-8
ENSMUSG00000034739	457.0505630229181	0.9745037900254163	0.17889082884365975	9.103770104501536e-11	3.208350660228431e-7
ENSMUSG00000115529	151.40771921088412	-1.974898733636373	0.3793789177918278	9.55063421093655e-10	2.8048620905152158e-6
ENSMUSG00000022949	1848.7480003278247	0.7164118570663217	0.13411847365119198	3.768447808582432e-9	9.486259833575863e-6
ENSMUSG00000020681	1648.2162561336754	0.8904686662471412	0.1949157966097818	2.2189046513919055e-8	4.887414857772096e-5
ENSMUSG00000040856	307.8429701830444	1.6957535736498845	0.4169437608567693	2.879745711116585e-8	5.638222130620594e-5
ENSMUSG00000022512	314.3195874652017	0.8978747725587186	0.21841362080766127	1.1517106175035278e-7	2.0294292791029662e-4
ENSMUSG00000056174	490.10745912496554	0.7668410314241142	0.18683329269294238	3.7501011606780823e-7	5.506711046025707e-4
ENSMUSG00000057969	344.17533567117044	0.771647996609896	0.18844355428988194	3.728908614171819e-7	5.506711046025707e-4
ENSMUSG00000043991	5332.616094775595	-0.5366792179921956	0.1309546785638969	5.695758134892751e-7	7.720381084226551e-4
ENSMUSG00000048108	595.388105491521	0.7187639977352899	0.17941637112691278	6.633159240879126e-7	8.348778498823648e-4
ENSMUSG00000006522	3773.311474943238	0.7260184776927627	0.18834522392130698	9.564742380321165e-7	0.0010533770342727453
ENSMUSG00000046718	218.14646724238764	1.22184377859844	0.44432459911680744	9.442213036803572e-7	0.0010533770342727453
ENSMUSG00000000948	574.8253051738169	-0.683300771661987	0.178252842528178	1.2276108734437568e-6	0.0012491967944687804
ENSMUSG00000092274	4438.621319304401	0.7779462273946919	0.21600713193085816	1.2760650530865472e-6	0.0012491967944687804
ENSMUSG00000025019	661.8356774003043	-0.6704302111971602	0.18416499236384634	2.0623306346099265e-6	0.0017394499338677226
ENSMUSG00000051951	690.4329753503295	-0.6641901635480035	0.18167999008018357	2.032119546747622e-6	0.0017394499338677226
ENSMUSG00000109178	240.0098141025959	-0.8124350264981659	0.2495617206908137	2.0730065609909866e-6	0.0017394499338677226
ENSMUSG00000103509	154.82463884986166	-0.8700179071641706	0.2876402887487746	2.1942286038902386e-6	0.001757477374052268
ENSMUSG00000051985	96.7476387810537	1.1558434360773078	0.4911375220615773	2.3226350394852526e-6	0.0017794413926421582
ENSMUSG00000032373	624.7165875923497	0.6952480006558853	0.20635763068160473	3.3387550036102344e-6	0.0024513417466089974
ENSMUSG00000094410	2562.5237494745243	-0.6804858456712958	0.20175870375476634	3.5454362776700134e-6	0.0024989653059529324
ENSMUSG00000038007	460.07559627055235	0.7234762094833773	0.23212204907997194	4.616439597140122e-6	0.0031287031592771575
ENSMUSG00000040809	55.557506327190445	1.2562051366069213	1.0129078271972118	5.055841440522154e-6	0.0032995919267941065
ENSMUSG00000058488	2073.90809776268	0.7191524341629725	0.2604012540147372	8.377844505889577e-6	0.005272357072795723
ENSMUSG00000026872	3301.0895002040234	-0.465224644324659	0.15178056293580391	9.858021240132008e-6	0.005989937664564349
ENSMUSG00000005397	1010.340990841467	-0.6931433695133943	0.26588814436370223	1.2127805507383064e-5	0.007123468694853232
ENSMUSG00000121179	2208.657991760219	0.5001816347304233	0.17694817259136789	1.6752413946686168e-5	0.009522396327566353
ENSMUSG00000016024	468.1388951615165	0.6475435984381139	0.27039478494197056	2.078025226385877e-5	0.011422324668143472
ENSMUSG00000074505	1330.0447858088507	-0.49236821943811604	0.1814543786317919	2.1391335000779442e-5	0.011422324668143472
ENSMUSG00000026822	88.88550052769268	0.8340849254082746	0.7798582891747419	2.314761552103174e-5	0.011858460341575165
ENSMUSG00000038843	545.3434109497033	-0.524339759775716	0.19915521065251485	2.355406117445836e-5	0.011858460341575165
ENSMUSG00000004655	267.4879003229702	0.6336283910813862	0.2738504086656972	2.4898213644274412e-5	0.012186983961826652
ENSMUSG00000079038	335.20396372177896	-0.5973399307511736	0.2527215982195571	2.8060357024629186e-5	0.013363555435972726
ENSMUSG00000026579	812.4713348714391	0.6205107193410404	0.29062592228151846	3.3315534041772314e-5	0.01544876382500184
ENSMUSG00000026879	2912.6993703537673	-0.42689415160059874	0.17587743771969827	4.277593145543493e-5	0.018843867204405472
ENSMUSG00000059824	1817.4920269702907	-0.5034332859680684	0.21530478710083176	4.222095107821862e-5	0.018843867204405472
ENSMUSG00000025498	158.64343598313744	0.6604920919334408	0.5012811240056021	4.715842232424757e-5	0.02026776975062357
ENSMUSG00000050967	458.86465168223714	0.5284833962520384	0.24350229170233612	5.053344602751588e-5	0.021163091501349877
ENSMUSG00000092341	30474.205878010507	-0.44784332690673656	0.19391267833221415	5.164366009636483e-5	0.021163091501349877
ENSMUSG00000046879	314.0900428970089	0.6208345013433446	0.38798578914126086	5.3101498171629984e-5	0.021265943165506635
ENSMUSG00000027858	7865.443172424819	-0.4575005958688831	0.20783032569876778	6.151976995340342e-5	0.023677607669617323
ENSMUSG00000061808	59966.39674338499	0.5461621791640163	0.28335537079073736	6.425321672211559e-5	0.023677607669617323
ENSMUSG00000086219	209.2542544612797	-0.5620255791723999	0.29952041210884744	6.213192658275614e-5	0.023677607669617323
ENSMUSG00000109321	1193.8489972450534	-0.5081416394923642	0.24620356085610945	6.449833540330466e-5	0.023677607669617323
ENSMUSG00000043467	1197.8683417381774	-0.47242022047102633	0.23445633337564997	8.03074461791382e-5	0.028792282204966414
ENSMUSG00000063564	749.2287371717282	-0.42541008096854127	0.20287336546213566	8.169877477148406e-5	0.028792282204966414
ENSMUSG00000020661	5423.118345180712	-0.3119075248990876	0.1398678770234908	9.3240234119355e-5	0.032215415008179496
ENSMUSG00000104674	105.91817896442545	0.5237371651666163	0.5552554643723288	9.62574626432277e-5	0.03261832210069838
ENSMUSG00000027375	10462.17010885225	-0.4137089956580648	0.21043512331745376	1.0751315716279601e-4	0.035745081931426954
ENSMUSG00000014158	255.56663589785552	0.49810181361582523	0.306675617922483	1.1702626857697021e-4	0.035747836243962924
ENSMUSG00000037490	385.4480797976044	0.489553347552953	0.2913051132538788	1.1655812913599423e-4	0.035747836243962924
ENSMUSG00000039323	1591.0276562273973	0.43347107812936736	0.22784107378132723	0.00011176046861735546	0.035747836243962924
ENSMUSG00000042631	531.9847132476232	-0.4988017490166063	0.30988432687532036	1.1802271173666987e-4	0.035747836243962924
ENSMUSG00000079017	93.44065902045678	0.3831185664507371	0.6601053830882417	1.109320823887259e-4	0.035747836243962924
ENSMUSG00000105771	35.558260296185594	-0.3508964700963244	0.6480714758031983	1.196936801767103e-4	0.035747836243962924
ENSMUSG00000050954	582.1535012464041	-0.48567962521486335	0.2952601212614785	1.2375621925606007e-4	0.03634513899185057
ENSMUSG00000126157	200.0190069622086	-0.5049873940779822	0.37277289542773584	1.2904090833062285e-4	0.03727589910973615
ENSMUSG00000030048	67.7558497049592	-0.3663186129974265	0.6283008281858079	1.336335059064847e-4	0.03767222017947316
ENSMUSG00000085246	149.18523474137672	-0.4934653458636053	0.43506133038292416	1.3535560329502793e-4	0.03767222017947316
ENSMUSG00000097392	2446.322698698534	-0.4178225190736383	0.2299869808231854	1.3682663251156474e-4	0.03767222017947316
ENSMUSG00000034275	5836.905977187052	-0.3763919276571979	0.1999166014170009	1.4247587094786586e-4	0.038038898817762797
ENSMUSG00000047945	946.3587983496667	-0.49191286490778696	0.3598290149174554	1.420464000409115e-4	0.038038898817762797
ENSMUSG00000026565	1979.571294238925	-0.37503566367157887	0.20004080614925382	1.4529805588673258e-4	0.03821338869821067
ENSMUSG00000038173	589.3041281588845	-0.48515754223579494	0.39940565774576287	1.4909633948944454e-4	0.03863568526681621
ENSMUSG00000110140	42.620138253857284	0.30405052292345064	0.6022633458721404	1.5859990741572637e-4	0.04050273867496398
ENSMUSG00000076439	821.8230989234902	-0.4651115249297132	0.3120955374316747	1.6190913607427062e-4	0.04075715552521032
ENSMUSG00000040537	2930.1282961773195	-0.39385682126524524	0.2237493862479527	1.6549869118296628e-4	0.04107397799063449
ENSMUSG00000000957	649.3476402752307	0.4300604186593554	0.27982338809883583	1.9239397017283181e-4	0.04708575206132597
ENSMUSG00000030450	83.41134201371517	0.41903710290267676	0.4642145182466211	1.9813751771011613e-4	0.047827139720136386
ENSMUSG00000037625	6207.084056044315	-0.41398702306841906	0.2676556833400084	2.079031358241285e-4	0.04950623184266174
ENSMUSG00000057457	185.0700805073187	-0.4339934971543783	0.3602903466400302	2.2616568620603938e-4	0.053136874088488266
ENSMUSG00000023043	139.87787296918194	0.4269147362466601	0.37422098140209165	2.354815926793319e-4	0.05459764663950668
ENSMUSG00000002274	6155.242302832465	-0.35401806760308246	0.22647678968397733	2.7374074891618657e-4	0.06226493435621003
ENSMUSG00000031342	63718.057032170414	-0.28055074181329914	0.15853606607088708	2.7561800577631133e-4	0.06226493435621003
ENSMUSG00000078853	182.00160199594603	0.39054149481096623	0.405798949832128	2.804274077349045e-4	0.06254951078097155
ENSMUSG00000029304	1632.669261481507	0.341420709788876	0.21734358283364358	2.8691517483227594e-4	0.06316898907361335
ENSMUSG00000048960	6657.122709821636	-0.30321630421066686	0.18153154984636186	2.9037444611331256e-4	0.06316898907361335
ENSMUSG00000034164	349.78663227519905	-0.401077433337646	0.3392102711420098	2.9782798577494065e-4	0.06400032850414913
ENSMUSG00000039621	4209.480627999138	-0.3221398010520454	0.20409201486813863	3.1094074553696555e-4	0.06561444534911724
ENSMUSG00000085873	367.043830359766	0.3685197291194641	0.4126810817362363	3.1278664146903404e-4	0.06561444534911724
ENSMUSG00000078922	51.42805951494338	0.23455420178616523	0.500725462865492	3.1715625860796466e-4	0.06574835803448172
ENSMUSG00000054901	6856.288594162137	-0.2644996421192502	0.15155417838558544	3.209270456294033e-4	0.06575645896553158
ENSMUSG00000070780	113.90080927734499	0.3703422514538172	0.3748792657205223	3.541869022306303e-4	0.07173709660006823
ENSMUSG00000027955	214.87313039752993	-0.3763724277927368	0.3191476974913596	3.660708340615874e-4	0.07330152462499127
ENSMUSG00000022656	1167.7427510863786	-0.35503580802101603	0.2625895164388907	3.7115454340024847e-4	0.07348442931748066
ENSMUSG00000020102	1359.2984871051003	-0.33316747334661545	0.23316241966489254	3.767846765949838e-4	0.07377025318089121
ENSMUSG00000031351	147.66718230326023	0.36337178067628917	0.3542709339079286	3.946438786641124e-4	0.07641779984549807
ENSMUSG00000000204	24.26805187110741	0.05908312260336759	0.2844140134734556	4.443763569718323e-4	0.0838632036244123
ENSMUSG00000038538	5041.935175027672	-0.29208355331465335	0.1996092768659876	4.45548633917062e-4	0.0838632036244123
ENSMUSG00000040483	165.83646506327153	0.352596530850959	0.3327483619378129	4.4737195055301944e-4	0.0838632036244123
ENSMUSG00000031548	320.97195410150414	0.33891071221937347	0.26860242877762186	4.5622213876261717e-4	0.08462200323301133
ENSMUSG00000041193	135.49492891143117	0.31436996356071345	0.38886578231231733	4.743411453583514e-4	0.0870663054412449
ENSMUSG00000019232	7328.973907726142	0.3241961486210655	0.2539196208215029	4.926547484746026e-4	0.08768756891788862
ENSMUSG00000046699	3080.8073066554985	-0.2785683291792672	0.19128500263317197	4.885049389886875e-4	0.08768756891788862
ENSMUSG00000071753	5927.836030162021	-0.31981411567214585	0.2461392348915174	4.91395067424586e-4	0.08768756891788862
ENSMUSG00000026204	3752.670720840521	0.24498039161511875	0.16035337200284322	5.437710609503977e-4	0.09344689819863268
ENSMUSG00000037370	494.0497417176673	-0.3206488897723161	0.263103957142123	5.400365558235622e-4	0.09344689819863268
ENSMUSG00000038375	9708.377159549109	-0.3129748363070739	0.25006767142530273	5.462249880517091e-4	0.09344689819863268
ENSMUSG00000056071	134.31083528341117	0.22526601009909045	0.4260270817327979	5.41937680051856e-4	0.09344689819863268
ENSMUSG00000028927	808.4214812331262	-0.28468582237063705	0.21462768733421722	5.837588080335592e-4	0.09796584720342234
ENSMUSG00000062345	21.00766495982334	-0.08035332313124209	0.32686220380926867	5.790284773319539e-4	0.09796584720342234
ENSMUSG00000084984	294.89850196974965	-0.30954582488321325	0.33910194346996736	6.177292874546037e-4	0.1026887525871469
ENSMUSG00000025533	645.32409764442	0.31468916388039775	0.3150030921435191	6.298510881484307e-4	0.10372528994638781
ENSMUSG00000006782	13349.045139828318	-0.29166506774304546	0.23787585920110127	6.483822985531362e-4	0.10527958145990918
ENSMUSG00000109127	45.310773695052326	-0.19078722483709412	0.4087712165284416	6.512385437336191e-4	0.10527958145990918
ENSMUSG00000060924	505.5378990739812	-0.3070083794722474	0.27598565495568744	6.578289736768578e-4	0.10537822131963556
ENSMUSG00000018339	59.86037416208451	0.20751421661703046	0.40189284031623995	6.700329112392572e-4	0.10636621557609867
ENSMUSG00000026686	88.82707690734428	0.26757575204366657	0.3661142933731378	6.947888862878429e-4	0.10931138361855429
ENSMUSG00000046994	995.1319838049747	-0.26741158483268607	0.21272896305584615	7.268908747595904e-4	0.11334994782423664
ENSMUSG00000028804	993.8594769501202	-0.27114039335004486	0.22402484945050835	7.600323538572314e-4	0.11747833427472171
ENSMUSG00000037857	2719.8580251096337	-0.24006177531219952	0.1797605755661607	7.781748002363217e-4	0.11923667960838456
ENSMUSG00000042978	20851.15680992394	-0.23421189532902612	0.17305342155249043	7.910776282978959e-4	0.1201687835192864
ENSMUSG00000029605	33.971447740475256	0.16484252259011073	0.3794644211821477	8.480693966540748e-4	0.12557841040707102
ENSMUSG00000032740	3773.455842144493	-0.2132679859561359	0.14945310238873677	8.43514996663686e-4	0.12557841040707102
ENSMUSG00000121184	212.18494102334537	-0.24719043040009456	0.3521945863101161	8.459514623699798e-4	0.12557841040707102
ENSMUSG00000061436	5267.259406002422	-0.2508355313915461	0.20743893209308345	8.77306479423132e-4	0.12776047499103313
ENSMUSG00000068196	373.4666263409203	0.27885740238569534	0.2706248790869907	8.738014851105375e-4	0.12776047499103313
ENSMUSG00000055373	11903.797311836528	-0.2563566617144436	0.2183368099006323	8.877238410788871e-4	0.12821788363648418
ENSMUSG00000020256	460.6348138162017	-0.27757205948127045	0.2865416502082214	9.013517637690803e-4	0.12912780023882084
ENSMUSG00000020623	958.0155092756329	-0.24358580489618387	0.20212220184836502	9.309209906604239e-4	0.13203047372036775
ENSMUSG00000037234	6972.0728132962995	-0.23370876598922244	0.18695884400834864	9.36598899894783e-4	0.13203047372036775
ENSMUSG00000021091	187.9341783176189	0.26621928429224045	0.31287472391037663	9.472844648266379e-4	0.132476980592938
ENSMUSG00000031010	8312.952110475104	-0.23345462627272734	0.18843827288	9.549358171414657e-4	0.13249546483346272
ENSMUSG00000038630	1932.503604558592	0.2506612078346427	0.22283906107511542	9.911452175971427e-4	0.13644507718186916
ENSMUSG00000063810	2232.813410698137	-0.22456645725921154	0.18002925407508993	0.0010124939226828934	0.1383035303224439
ENSMUSG00000029059	1773.610585280405	0.22369991396608838	0.1804280594844407	0.001031821339966383	0.13985941408882796
ENSMUSG00000029695	422.54378604431474	0.2526925157821048	0.2369040810571429	0.0010487912671699674	0.140005688778803
ENSMUSG00000081272	1366.0680215212387	-0.24263579156476942	0.21475413739451082	0.0010463529122300584	0.140005688778803
ENSMUSG00000047146	1593.3832649444976	-0.22792934605126539	0.19128044177119236	0.00107287357378636	0.14214364844879285
ENSMUSG00000129437	421.57918369214644	0.24917127863616054	0.3112729742296556	0.0010864834147568318	0.1428725690405234
ENSMUSG00000034832	3066.681793693783	-0.20072310148795672	0.1514870367125569	0.001117782799471272	0.14589963488506136
ENSMUSG00000021972	3903.0569578342297	-0.21067432417247295	0.16908650932669675	0.0011452818126558863	0.1473066483270757
ENSMUSG00000034768	60.163356220593116	0.18662207666204186	0.34384922218691255	0.001137819260901044	0.1473066483270757
ENSMUSG00000001827	419.0819569657873	0.25050443937147854	0.2914378822581024	0.0011569329325959088	0.14766499034371808
